Gender,Age,Senior Citizen,Married,Number of Dependents,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV
Female,64,No,No,0,92128,33.000269,-117.072093,42733,No,0,15,Offer D,Yes,39.49,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,331.6,0.0,0,592.35,923.95,3,Stayed,No,38,2722
Female,30,No,No,0,92233,33.143826,-115.497485,7857,No,0,69,Offer A,Yes,23.92,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.5,7455.45,0.0,0,1650.48,9105.93,4,Stayed,No,33,4803
Female,19,No,No,0,92027,33.141265,-116.967221,48690,No,0,14,Offer D,Yes,34.01,No,Yes,Cable,69,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,59.1,772.85,0.0,0,476.14,1248.99,4,Stayed,No,58,5718
Male,40,No,Yes,1,92283,32.852947,-114.850784,3663,Yes,1,70,Offer A,Yes,40.28,Yes,Yes,Fiber Optic,13,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,7554.05,0.0,0,2819.6,10373.65,4,Stayed,No,30,4583
Female,48,No,No,0,92311,34.965648,-117.001509,31293,No,0,50,No offer,No,0.0,No,Yes,DSL,6,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,1932.75,0.0,0,0.0,1932.75,3,Stayed,No,49,5174
Male,50,No,Yes,0,92332,34.9436,-115.287901,115,Yes,10,69,Offer A,Yes,3.81,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.5,6841.45,0.0,0,262.89,7104.34,4,Stayed,No,56,4237
Female,64,No,No,0,92346,34.129677,-117.154277,48245,No,0,3,No offer,Yes,31.81,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,65.95,0.0,0,95.43,161.38,5,Joined,No,24,4369
Male,26,No,No,0,92371,34.441123,-117.537886,12463,No,0,1,No offer,Yes,30.09,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,20.45,0.0,0,30.09,50.54,4,Joined,No,38,4845
Female,23,No,No,0,92372,34.459322,-117.629729,4280,No,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,0.0,0,591.0,1445.45,4,Stayed,No,70,5942
Male,45,No,No,0,92377,34.156758,-117.404686,18518,No,0,1,No offer,Yes,23.34,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,44.45,0.0,0,23.34,67.79,3,Joined,No,74,3498
Female,40,No,No,0,92398,35.013299,-116.834092,1195,No,0,1,No offer,Yes,27.59,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.15,20.15,0.0,0,27.59,47.74,4,Joined,No,31,3167
Male,45,No,No,0,92518,33.888323,-117.277533,1005,No,0,68,No offer,Yes,37.79,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.15,1498.85,0.0,0,2569.72,4068.57,4,Stayed,No,70,5987
Male,31,No,Yes,0,92544,33.644585,-116.871544,39264,Yes,3,51,Offer B,Yes,29.4,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,0.0,140,1499.4,7138.2,3,Stayed,No,33,4640
Female,54,No,No,0,92592,33.507255,-117.029473,46171,No,0,5,No offer,Yes,37.97,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.55,99.6,0.0,0,189.85,289.45,4,Stayed,No,47,2575
Male,40,No,Yes,2,92612,33.643095,-117.810896,41062,Yes,9,46,Offer B,Yes,26.12,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,862.4,0.0,0,1201.52,2063.92,5,Stayed,No,75,3574
Male,23,No,Yes,3,92620,33.716136,-117.752574,26419,Yes,1,69,No offer,Yes,33.09,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1718.2,0.0,0,2283.21,4001.41,5,Stayed,No,39,5295
Female,22,No,Yes,0,92630,33.644849,-117.684254,59176,Yes,7,28,No offer,Yes,43.36,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.55,672.2,0.0,0,1214.08,1886.28,3,Stayed,No,39,3493
Female,46,No,Yes,0,92683,33.752591,-117.993661,88230,Yes,8,70,No offer,No,0.0,No,Yes,Cable,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,3370.2,0.0,0,0.0,3370.2,3,Stayed,No,26,5460
Male,48,No,Yes,0,92701,33.748478,-117.858918,58157,Yes,2,72,No offer,Yes,29.8,No,Yes,DSL,14,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,79.35,5753.25,0.0,40,2145.6,7938.85,3,Stayed,No,55,4278
Female,27,No,Yes,0,92708,33.712036,-117.950113,54548,Yes,10,23,No offer,No,0.0,No,Yes,DSL,42,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,34.6,813.45,0.0,0,0.0,813.45,4,Stayed,No,73,4445
Male,25,No,Yes,0,92823,33.924143,-117.79387,1408,Yes,3,27,No offer,No,0.0,No,Yes,DSL,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,45.85,1246.4,0.0,30,0.0,1276.4,4,Stayed,No,49,2068
Male,50,No,Yes,2,92861,33.817473,-117.810462,5935,Yes,6,30,No offer,Yes,12.49,Yes,Yes,DSL,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1588.7,0.0,0,374.7,1963.4,4,Stayed,No,38,2613
Female,27,No,Yes,0,93203,35.116307,-118.817644,16206,Yes,5,54,No offer,Yes,29.66,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.3,4965.0,0.0,0,1601.64,6566.64,3,Stayed,No,27,5907
Male,28,No,Yes,2,93223,36.29878,-119.201028,8644,Yes,9,34,No offer,Yes,42.74,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.7,3410.0,0.0,0,1453.16,4863.16,3,Stayed,No,39,5789
Male,23,No,Yes,3,93226,35.735694,-118.738483,296,Yes,1,71,Offer A,Yes,14.14,No,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.65,7288.4,0.0,0,1003.94,8292.34,4,Stayed,No,74,6101
Male,20,No,Yes,2,93239,35.996923,-120.000951,1809,No,0,43,No offer,Yes,22.83,Yes,Yes,Fiber Optic,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.3,4451.85,0.0,0,981.69,5433.54,5,Stayed,No,60,3927
Female,47,No,No,0,93260,35.861928,-118.636698,266,No,0,57,No offer,Yes,38.94,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.7,5468.95,0.0,0,2219.58,7688.53,4,Stayed,No,70,4507
Male,48,No,Yes,2,93271,36.413433,-118.854708,2318,No,0,72,Offer A,Yes,8.53,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1322.85,0.0,0,614.16,1937.01,3,Stayed,No,56,5092
Female,43,No,Yes,3,93274,36.185471,-119.375243,56101,Yes,3,48,No offer,No,0.0,No,Yes,DSL,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,0.0,0,0.0,2196.3,3,Stayed,No,21,5269
Female,46,No,Yes,0,93276,35.316263,-119.402559,236,Yes,8,68,Offer A,Yes,23.14,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,7843.55,0.0,0,1573.52,9417.07,3,Stayed,No,77,5782
Male,42,No,Yes,2,93308,35.559617,-118.925185,44915,Yes,1,67,Offer A,Yes,10.9,No,Yes,Cable,26,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,54.2,3838.2,0.0,10,730.3000000000001,4578.5,4,Stayed,No,57,6005
Male,37,No,No,0,93420,35.176236,-120.483243,24499,No,0,1,Offer E,Yes,18.57,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.75,44.75,0.0,10,18.57,73.32,4,Joined,No,59,5479
Male,52,No,No,2,93441,34.70434,-120.02609,1317,No,0,47,Offer B,Yes,25.25,No,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,2654.05,0.0,0,1186.75,3840.8,3,Stayed,No,52,5491
Female,47,No,No,0,93449,35.165668,-120.655842,8564,No,0,29,No offer,No,0.0,No,Yes,Cable,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.5,1082.75,0.0,0,0.0,1082.75,3,Stayed,No,29,5103
Female,44,No,No,1,93604,37.458367,-119.345011,613,No,0,14,Offer D,Yes,44.14,No,Yes,DSL,24,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.8,824.85,0.0,0,617.96,1442.81,4,Stayed,No,51,5962
Male,61,No,Yes,0,93609,36.5276,-119.865999,5446,Yes,8,17,Offer D,Yes,14.69,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,329.75,0.0,0,249.73,579.48,3,Stayed,No,63,3526
Female,56,No,Yes,2,93616,36.657462,-119.595293,1965,Yes,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,3,Stayed,No,57,4331
Male,25,No,Yes,1,93622,36.785618,-120.625382,9491,Yes,7,11,Offer D,Yes,21.14,No,Yes,DSL,47,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,683.25,0.0,0,232.54,915.79,3,Stayed,No,71,2136
Male,62,No,Yes,0,93641,36.696759,-119.024051,571,Yes,1,8,Offer E,Yes,39.59,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.65,659.45,0.0,70,316.72,1046.17,4,Stayed,No,72,2512
Female,40,No,Yes,1,93653,37.252057,-119.95783,972,Yes,1,6,Offer E,Yes,6.48,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,119.3,0.0,0,38.88,158.18,3,Stayed,No,31,5060
Female,43,No,Yes,1,93907,36.77462,-121.664714,22292,Yes,1,34,Offer C,Yes,41.72,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.1,682.1,0.0,0,1418.48,2100.58,5,Stayed,No,21,2272
Male,20,No,Yes,0,92027,33.141265,-116.967221,48690,Yes,9,71,No offer,Yes,32.18,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.5,1816.2,0.0,0,2284.78,4100.9800000000005,4,Stayed,No,38,4058
Male,39,No,No,0,93940,36.362741,-121.869685,32857,No,0,24,Offer C,Yes,25.68,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,2404.85,0.0,0,616.3199999999999,3021.17,3,Stayed,No,47,5207
Female,46,No,Yes,0,94044,37.573633,-122.455167,38885,Yes,3,12,No offer,Yes,25.09,Yes,Yes,Cable,17,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.85,876.75,0.0,0,301.08,1177.83,3,Stayed,No,55,2495
Female,63,No,No,0,94062,37.410567,-122.297152,25569,No,0,52,No offer,No,0.0,No,Yes,DSL,7,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.1,1982.1,0.0,130,0.0,2112.1,3,Stayed,No,52,4247
Female,20,No,Yes,0,94074,37.331762,-122.341444,291,Yes,7,47,No offer,Yes,11.68,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.9,1250.85,0.0,0,548.96,1799.81,4,Stayed,No,47,2382
Male,19,No,Yes,3,94115,37.786031,-122.437301,33122,Yes,2,15,No offer,Yes,46.47,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,278.85,0.0,0,697.05,975.9,3,Stayed,No,54,2742
Female,21,No,Yes,2,94305,37.424342,-122.165641,13386,Yes,1,44,No offer,Yes,4.17,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,780.25,0.0,0,183.48,963.73,5,Stayed,No,36,5584
Female,25,No,Yes,0,94506,37.791481,-121.903253,19777,Yes,1,65,No offer,Yes,27.69,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.65,7082.85,0.0,0,1799.85,8882.7,5,Stayed,No,25,4193
Female,30,No,Yes,0,94507,37.855717,-121.994813,15187,Yes,1,71,Offer A,Yes,26.58,Yes,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5662.25,0.0,0,1887.18,7549.43,5,Stayed,No,75,4518
Female,50,No,No,0,94577,37.717196,-122.159338,41871,No,0,1,No offer,Yes,11.96,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.8,19.8,0.0,0,11.96,31.76,5,Joined,No,22,3129
Female,44,No,Yes,0,94583,37.766556,-121.976784,44078,Yes,5,64,Offer B,Yes,6.81,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1584.8,0.0,0,435.84,2020.64,5,Stayed,No,61,5538
Female,57,No,No,0,94596,37.900662,-122.052782,40917,No,0,61,Offer B,Yes,4.51,Yes,Yes,Cable,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5175.3,0.0,0,275.11,5450.41,4,Stayed,No,74,4471
Female,52,No,Yes,0,94602,37.803883,-122.208417,28900,Yes,7,59,Offer B,Yes,40.47,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.15,6557.75,0.0,0,2387.73,8945.48,4,Stayed,No,67,5186
Male,62,No,No,0,94704,37.871416,-122.246597,21205,No,0,30,No offer,Yes,24.57,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.7,625.05,0.0,0,737.1,1362.15,4,Stayed,No,59,3302
Male,23,No,No,0,94954,38.235021,-122.557332,35419,No,0,41,No offer,Yes,41.21,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.25,996.45,0.0,0,1689.61,2686.0600000000004,4,Stayed,No,40,3461
Female,30,No,Yes,1,95020,37.03889,-121.528955,49968,Yes,10,43,No offer,Yes,29.98,No,Yes,Cable,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,75.2,3254.35,0.0,0,1289.14,4543.49,3,Stayed,No,23,3976
Male,64,No,No,0,95033,37.160194,-121.945611,10172,No,0,66,No offer,Yes,20.52,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,68.75,4447.55,0.0,0,1354.32,5801.87,4,Stayed,No,60,5454
Male,21,No,No,0,95111,37.284265,-121.827673,57748,No,0,25,Offer C,Yes,4.94,No,Yes,Fiber Optic,51,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.3,2513.5,0.0,0,123.5,2637.0,4,Stayed,No,23,3847
Male,47,No,Yes,2,95112,37.343827,-121.883119,52334,Yes,4,64,No offer,Yes,49.49,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0.0,0,3167.36,8302.710000000001,3,Stayed,No,48,5168
Female,37,No,Yes,0,95117,37.311088,-121.961786,29914,Yes,1,64,No offer,Yes,46.44,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,115.0,7396.15,0.0,0,2972.16,10368.31,4,Stayed,No,45,5189
Female,39,No,No,0,95129,37.305622,-122.000887,37570,No,0,13,No offer,Yes,42.62,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,74.65,966.25,0.0,0,554.06,1520.31,5,Stayed,No,40,4172
Male,20,No,No,0,95236,38.047746,-121.030499,3148,No,0,68,No offer,Yes,5.84,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1657.4,0.0,0,397.12,2054.52,3,Stayed,No,31,6042
Female,32,No,Yes,2,95237,38.166791,-121.14207,3205,Yes,6,62,Offer B,No,0.0,No,Yes,Cable,26,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,48.7,3008.55,0.0,120,0.0,3128.55,3,Stayed,No,26,5453
Male,24,No,No,0,95305,37.818589,-120.256995,167,No,0,60,Offer B,Yes,30.92,No,Yes,DSL,26,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,61.4,3638.25,0.0,0,1855.2,5493.45,3,Stayed,No,40,6209
Female,23,No,No,0,95316,37.524721,-120.757977,5513,No,0,41,Offer B,Yes,10.09,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.0,810.3,0.0,0,413.69,1223.99,4,Stayed,No,21,5913
Male,48,No,No,0,95358,37.612612,-121.108568,30668,No,0,26,No offer,Yes,40.35,No,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0.0,0,1049.1,3195.6000000000004,3,Stayed,No,64,3178
Female,47,No,Yes,3,95364,38.224869,-119.755729,235,Yes,1,42,No offer,Yes,13.95,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,22.95,1014.25,0.0,0,585.9,1600.15,5,Stayed,No,24,4650
Female,55,No,Yes,0,95376,37.680968,-121.446049,69801,Yes,9,31,No offer,Yes,28.8,No,Yes,Cable,15,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,64.0,1910.75,0.0,0,892.8000000000001,2803.55,4,Stayed,No,24,5191
Male,46,No,No,0,95453,39.080469,-122.955176,11180,No,0,1,No offer,Yes,9.36,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,10,9.36,89.26,4,Joined,No,26,3358
Male,26,No,Yes,3,95457,38.925545,-122.549083,2644,Yes,7,31,No offer,Yes,7.03,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,755.6,0.0,0,217.93,973.53,4,Stayed,No,32,5472
Male,29,No,No,0,95492,38.527297,-122.810044,23701,No,0,4,No offer,Yes,46.53,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,55.7,0.0,0,186.12,241.82,3,Stayed,No,45,4267
Male,43,No,No,0,95549,40.664483,-123.865325,264,No,0,3,No offer,Yes,22.49,No,Yes,DSL,11,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,60.65,196.9,0.0,0,67.47,264.37,5,Joined,No,22,2111
Male,60,No,No,0,95552,40.390301,-123.412327,265,No,0,24,No offer,Yes,9.53,No,Yes,Fiber Optic,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,2107.15,0.0,0,228.72,2335.87,3,Stayed,No,52,5421
Female,39,No,No,0,95554,40.267158,-123.805913,644,No,0,72,Offer A,Yes,6.75,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.45,1866.45,0.0,0,486.0,2352.45,4,Stayed,No,42,4118
Female,61,No,Yes,3,95563,40.89866,-123.539754,660,Yes,2,33,No offer,Yes,24.27,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,670.35,0.0,0,800.91,1471.26,3,Stayed,No,25,3700
Male,54,No,Yes,2,95632,38.274451,-121.259201,24194,Yes,2,67,Offer A,Yes,14.54,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.3,1688.9,0.0,0,974.18,2663.08,5,Stayed,No,52,6066
Female,22,No,Yes,1,95666,38.546999,-120.271114,5501,Yes,9,71,Offer A,Yes,37.57,Yes,Yes,DSL,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,89.9,6342.7,0.0,150,2667.47,9160.17,5,Stayed,No,54,5835
Male,43,No,Yes,2,95673,38.688764,-121.457596,14010,Yes,1,25,No offer,Yes,15.76,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.6,411.15,0.0,0,394.0,805.15,4,Stayed,No,51,2888
Female,37,No,No,0,95685,38.432145,-120.77069,4610,No,0,10,No offer,Yes,39.85,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.75,777.3,0.0,0,398.5,1175.8,5,Stayed,No,52,4525
Male,63,No,Yes,0,95687,38.333133,-121.920151,63157,Yes,7,51,Offer B,Yes,35.0,Yes,Yes,Fiber Optic,8,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.4,4911.05,0.0,0,1785.0,6696.05,3,Stayed,No,26,4745
Female,28,No,No,0,95826,38.542532,-121.378826,38818,No,0,1,No offer,Yes,5.02,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.1,19.1,0.0,0,5.02,24.12,5,Joined,No,26,3313
Male,51,No,No,0,95830,38.490508,-121.284171,592,No,0,5,No offer,Yes,45.69,No,Yes,Cable,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.15,392.65,0.0,0,228.45,621.0999999999999,4,Stayed,No,68,5900
Female,40,No,Yes,3,95901,39.19514,-121.503883,38091,Yes,4,26,Offer C,No,0.0,No,Yes,Cable,23,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,38.85,1025.15,0.0,30,0.0,1055.15,4,Stayed,No,43,3970
Male,61,No,Yes,0,95914,39.396585,-121.38029,626,Yes,10,24,Offer C,Yes,32.86,No,Yes,Cable,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.4,1712.9,0.0,0,788.64,2501.54,3,Stayed,No,68,4310
Male,31,No,No,0,95965,39.624561,-121.552866,17782,No,0,28,Offer C,Yes,12.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.2,2688.45,42.64,0,346.08,2991.89,3,Stayed,No,79,5137
Female,33,No,Yes,0,95979,39.288127,-122.415841,844,Yes,6,64,No offer,Yes,16.61,Yes,Yes,Cable,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,81.3,5129.3,22.34,0,1063.04,6170.0,4,Stayed,No,74,5254
Male,49,No,Yes,3,95993,39.075694,-121.70606,27786,No,0,66,No offer,No,0.0,No,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.65,3632.0,46.75,0,0.0,3585.25,5,Stayed,No,42,4051
Male,49,No,No,0,96002,40.527834,-122.318749,30338,No,0,58,No offer,Yes,29.31,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.15,1035.5,28.7,0,1699.98,2706.78,5,Stayed,No,25,6339
Female,60,No,No,0,96020,40.243494,-121.154733,2664,No,0,6,No offer,Yes,47.46,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,109.2,0.0,0,284.76,393.96,3,Stayed,No,53,3142
Female,31,No,No,0,96033,40.740138,-122.587476,373,No,0,2,No offer,Yes,47.19,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.45,42.45,0.0,0,94.38,136.82999999999998,5,Joined,No,56,2606
Male,43,No,No,0,96058,41.769709,-121.92063,816,No,0,16,No offer,Yes,5.79,Yes,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.3,875.35,0.0,0,92.64,967.99,5,Stayed,No,25,3771
Female,40,No,Yes,2,96061,40.331975,-121.460674,78,Yes,4,26,No offer,Yes,12.71,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,494.9,0.0,0,330.46000000000004,825.36,4,Stayed,No,37,4184
Male,58,No,Yes,3,96084,40.923558,-122.059933,459,Yes,10,17,No offer,Yes,32.27,Yes,Yes,Cable,28,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,62.1,1096.65,0.0,0,548.59,1645.2400000000002,3,Stayed,No,33,3937
Female,39,No,Yes,2,96104,41.505916,-120.152505,857,Yes,10,72,No offer,Yes,14.17,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1460.85,0.0,0,1020.24,2481.09,5,Stayed,No,30,4598
Male,50,No,No,0,96107,38.42528,-119.475741,1332,No,0,65,Offer B,Yes,45.87,Yes,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.8,1600.95,0.0,0,2981.55,4582.5,4,Stayed,No,76,5826
Male,39,No,No,0,96145,39.178337,-120.162806,4002,No,0,68,No offer,Yes,32.67,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,117.2,8035.95,0.0,0,2221.56,10257.51,3,Stayed,No,55,4629
Male,22,No,No,0,90011,34.00709,-118.258681,101215,No,0,1,No offer,Yes,26.37,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.2,19.2,0.0,0,26.37,45.57,4,Joined,No,27,2716
Female,62,No,Yes,1,90035,34.051809,-118.383843,27799,Yes,3,55,No offer,Yes,3.18,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,1079.05,0.0,0,174.9,1253.95,5,Stayed,No,36,5153
